,student_id,age,gender,country,device_type,internet_speed_mbps,study_hours_weekly,login_frequency_weekly,avg_session_duration_min,video_watch_time_min,assignments_submitted,forum_posts,quiz_attempts,avg_quiz_score,attendance_rate,engagement_score,final_grade,dropout
11373,11374,21,Female,Canada,Tablet,94.5,10.92,11,45.98400495243,412.2220101767779,4,5,5,64.69,0.86,7.137110050883889,32.94141378467764,0
11378,11379,34,Male,India,Tablet,52.7,6.98,2,37.205090604476,257.1943756177273,2,1,7,93.38,0.42,5.179971878088637,52.78194324267943,1
11379,11380,36,Female,USA,Laptop,54.42,21.93,8,57.93858685540071,15.039381566066766,8,1,5,79.49,0.76,9.254196907830334,45.984661714799714,0
11382,11383,33,Male,Canada,Mobile,64.27,16.46,9,48.629304735671184,171.48472397055735,5,5,3,60.29,0.91,7.395423619852787,24.155408449501888,0
11383,11384,32,Female,USA,Laptop,53.68,11.39,8,73.27058997075576,200.1713540859738,0,10,7,72.43,0.89,5.81785677042987,43.28357274656332,0
11384,11385,42,Female,USA,Mobile,43.02,5.33,8,65.2188999521738,461.02022349153344,8,1,4,86.98,0.89,6.304101117457667,41.23126579791576,0
11385,11386,19,Male,India,Mobile,48.54,3.91,12,23.87286598428898,599.7000224050655,7,11,4,75.09,0.43,6.371500112025328,42.68072545637641,1
11386,11387,28,Male,Canada,Mobile,50.69,14.28,2,53.51597690084736,267.8314144783112,7,6,5,78.33,0.77,8.023157072391555,44.72679569519781,0
11387,11388,18,Male,USA,Mobile,59.72,4.83,7,45.32926447746193,321.9346109806514,5,12,5,66.69,0.49,5.058673054903258,45.23082173241397,1
11388,11389,32,Female,Canada,Laptop,41.15,11.63,13,60.09201931000291,359.87636841782165,7,8,2,63.37,0.88,7.08838184208911,32.98441368282243,0
11390,11391,36,Male,Canada,Mobile,45.95,7.2,12,32.10405253554836,177.48635022823106,7,10,3,76.75,0.69,5.047431751141156,36.30572068700253,0
11391,11392,21,Female,USA,Laptop,35.5,5.48,5,44.18828731712232,242.9105145210989,8,12,4,66.63,0.61,5.258552572605495,39.86686961656385,0
11393,11394,22,Female,Canada,Tablet,24.85,8.91,4,44.605716434879625,282.15251054404035,8,9,4,38.08,0.86,6.483762552720202,16.7684920143047,0
11394,11395,20,Female,Canada,Mobile,59.98,16.98,7,60.41837560601869,294.344749984719,7,1,1,82.04,0.54,8.165723749923595,39.6294737707217,1
11396,11397,27,Female,Canada,Mobile,42.57,8.64,2,20.261117472050906,191.2407225123365,1,10,4,82.53,0.42,4.548203612561683,46.54423551322549,1
11397,11398,28,Female,USA,Tablet,53.13,2.89,2,82.63471611590259,208.3152465476123,7,3,2,58.79,0.42,3.708576232738061,36.1495971230071,1
11399,11400,19,Female,Canada,Laptop,26.84,6.42,9,37.16972152494202,421.96068114227126,8,11,7,85.62,0.69,7.035803405711357,43.40535600148199,0
11401,11402,26,Male,USA,Tablet,57.86,9.99,8,38.403717424980336,428.1317201817128,3,8,3,82.07,0.98,6.337658600908563,38.60528340243514,0
11403,11404,35,Male,Canada,Mobile,58.92,9.3,3,39.42833800375108,312.6778635392427,0,12,7,58.57,0.97,5.753389317696214,34.179300817163444,0
11405,11406,24,Female,Canada,Laptop,72.78,10.11,8,45.26742377006009,275.4514471246983,3,10,3,80.7,0.84,5.610257235623491,38.11704707732993,0
11406,11407,44,Female,India,Mobile,55.02,15.9,5,59.741117362957056,408.7877949923438,3,13,2,53.05,0.74,7.813938974961719,27.144421277794716,0
11407,11408,24,Male,India,Tablet,35.39,5.83,6,23.453942867536465,219.72829515008,1,3,5,72.74,0.78,4.0476414757504,34.36495796601939,0
11408,11409,20,Female,USA,Laptop,44.74,19.72,1,46.351441580657344,371.2695336964644,4,8,4,69.07,0.79,9.37234766848232,42.46358248441445,0
11414,11415,22,Male,Canada,Tablet,30.31,12.53,13,20.258697846631883,404.6936347260587,0,0,1,98.68,0.7,5.982468173630293,52.248877212516,0
11415,11416,33,Male,India,Mobile,26.48,9.15,14,52.57270089551765,252.21571542264556,9,7,4,59.87,0.84,6.606078577113228,41.65562031367547,0
11416,11417,32,Male,Canada,Mobile,62.54,12.63,13,55.90076945764287,513.0545562538965,0,9,1,67.8,0.57,6.554272781269483,47.3344392217939,1
11417,11418,19,Female,Canada,Mobile,35.22,7.81,7,22.150296280788528,238.9895253396172,0,8,2,68.32,0.98,3.937947626698086,26.703130117468916,0
11419,11420,48,Female,USA,Tablet,42.37,12.63,10,53.4029126460343,222.8884871478313,9,3,3,92.04,0.44,7.303442435739157,50.7938653225479,1
11421,11422,49,Male,USA,Tablet,54.44,15.12,1,54.55695564678659,285.1384423514144,4,3,2,55.5,0.8,7.161692211757072,22.84237808659861,0
11422,11423,21,Female,USA,Tablet,32.26,8.15,13,19.554646219720567,337.7042913375198,0,6,3,68.62,0.53,4.733521456687599,46.808188576688494,1
11423,11424,37,Male,USA,Laptop,58.59,16.52,7,54.99408584872541,327.56056491833965,4,12,5,40.32,0.52,8.393802824591697,21.399893853428672,1
11424,11425,35,Male,Canada,Tablet,73.34,0.89,13,56.24331464816658,290.42356087821264,2,12,7,87.97,0.55,3.519117804391064,45.8353578855087,1
11425,11426,38,Female,Canada,Mobile,42.45,13.57,3,49.17250665134897,117.48864292899032,2,9,6,89.82,0.77,6.258443214644951,48.104012649918616,0
11426,11427,21,Female,Canada,Mobile,54.08,13.35,13,17.15854154903694,314.11534876343114,0,9,4,105.68,0.56,6.375576743817155,52.67124619896778,1
11427,11428,49,Female,Canada,Mobile,34.45,16.45,10,28.339306904830984,360.02029507621603,4,12,5,34.44,0.77,8.53510147538108,15.741488369500132,0
11429,11430,30,Female,India,Mobile,50.79,4.05,12,29.775384335791863,148.78564827385227,1,12,7,60.7,0.93,3.5589282413692613,31.63118293073499,0
11431,11432,45,Female,India,Mobile,51.87,15.34,3,27.76043284026196,166.3047339756881,4,1,2,67.56,0.87,6.63352366987844,42.1936622917353,0
11433,11434,20,Male,Canada,Tablet,62.05,12.01,8,42.60042372374156,196.21243628155509,1,1,6,60.28,0.62,5.984062181407776,29.94663014998296,0
11434,11435,33,Female,India,Mobile,45.55,14.57,6,40.577550028468245,248.78590839556,3,14,6,42.63,0.71,7.414929541977799,14.30156673864495,0
11437,11438,21,Female,USA,Mobile,45.92,5.01,3,23.33101164407105,190.4651998617872,0,6,1,69.83,0.52,2.655325999308936,39.71538188065058,1
11440,11441,42,Male,India,Tablet,53.49,12.94,11,28.317430888955,360.20029809803594,0,12,1,84.2,0.74,5.883001490490179,40.95282756829148,0
11441,11442,33,Female,India,Laptop,30.46,9.59,6,49.7533359405592,372.30698129429067,8,0,4,63.12,0.73,7.138534906471453,28.49014419745023,0
11444,11445,18,Female,USA,Laptop,70.17,15.11,3,61.34194979224519,410.7148625542352,6,14,1,66.55,0.67,7.986574312771175,38.80256332509163,0
11445,11446,22,Male,India,Tablet,79.36,6.46,5,23.535850502026243,261.6201409999841,3,10,6,53.16,0.55,5.046100704999921,29.22350059525105,1
11446,11447,49,Female,Canada,Tablet,51.12,9.37,7,52.21646257803901,215.5864050985018,3,8,3,74.6,0.85,5.088932025492509,36.63194882990162,0
11448,11449,39,Female,Canada,Laptop,52.65,18.6,3,23.645210087101024,399.9624483186618,2,10,1,71.29,0.65,8.179812241593309,44.243645067468336,0
11452,11453,37,Male,USA,Laptop,28.9,9.58,13,32.191024974014894,378.4746531998411,4,5,3,95.25,0.43,6.166373265999205,49.645760688976175,1
11456,11457,21,Female,USA,Tablet,54.78,16.02,10,53.15300153147136,330.5449878526124,7,13,5,65.17,0.98,8.858724939263062,31.685625380746785,0
11457,11458,21,Female,India,Tablet,57.09,3.0,10,69.17710056517701,121.71568338745116,0,0,7,73.29,0.96,2.908578416937256,44.31811815536099,0
11458,11459,21,Male,Canada,Laptop,52.74,7.34,3,50.29175727771928,238.5793889278713,1,6,7,76.14,0.89,4.994896944639357,41.11711697295787,0
11459,11460,37,Female,India,Mobile,23.63,6.3,11,14.975573295942876,531.7670057686038,7,8,7,66.87,0.57,7.34883502884302,36.61415057348894,1
11461,11462,35,Female,USA,Mobile,35.73,5.37,8,40.98316096773695,488.24580845177786,3,13,4,83.04,0.47,5.45222904225889,45.96409084489767,1
11462,11463,35,Female,India,Mobile,58.07,9.54,3,29.50663051947721,102.50526888526366,6,5,1,56.93,0.52,4.774526344426318,25.65809641482412,1
11467,11468,19,Male,USA,Tablet,52.33,9.36,5,36.16538823511437,299.2904520412456,2,4,3,88.62,0.94,5.304452260206228,50.38716088074271,0
11468,11469,38,Male,India,Tablet,37.05,16.32,12,-1.9791633435791312,467.02766876070126,6,2,4,95.21,0.86,9.231138343803508,43.805570572684616,0
11470,11471,49,Female,USA,Laptop,63.83,13.11,13,49.65299745094772,194.5677872737849,2,9,7,102.01,0.48,6.705838936368925,57.53148791280012,1
11471,11472,29,Male,USA,Laptop,47.03,12.18,4,43.48042015076676,599.3289970241722,9,0,6,83.35,0.59,9.650644985120865,47.46445846706271,1
11473,11474,32,Male,India,Tablet,23.6,7.39,13,19.36445317704335,400.7465384693557,0,4,4,56.0,0.96,5.020732692346778,30.506248458293285,0
11474,11475,24,Male,Canada,Mobile,38.04,5.14,12,56.87206683543019,550.0675073386204,5,7,4,55.61,0.99,6.092337536693102,25.344061194651644,0
11477,11478,43,Female,India,Mobile,48.02,10.63,7,47.39583194109698,335.2819713294068,0,9,7,83.05,0.79,6.265409856647034,45.029047479443896,0
11478,11479,38,Female,Canada,Mobile,49.49,14.94,3,41.76374220278999,314.2210204803497,9,14,7,54.71,0.73,9.253105102401747,34.32265466488824,0
11479,11480,34,Male,Canada,Laptop,46.7,8.1,7,33.83112561370891,179.50309237003165,5,14,6,78.66,0.5,5.527515461850158,41.20636088132084,1
11481,11482,45,Male,Canada,Tablet,51.71,7.61,6,66.6511281366758,162.6789584565632,7,11,1,56.05,0.74,4.696394792282816,29.488686008210053,0
11483,11484,36,Male,USA,Mobile,84.18,11.28,2,44.20203035328525,222.9820407541223,2,3,7,65.68,0.46,6.298910203770612,33.33504026996561,1
11484,11485,26,Female,India,Laptop,39.14,8.24,4,34.94422467359112,310.8501727217691,4,12,4,74.32,0.71,5.6262508636088455,43.51379588326028,0
11487,11488,34,Female,Canada,Tablet,62.35,5.71,3,30.727413904761992,416.25873213371904,1,2,3,67.97,0.89,4.594293660668596,31.142022078897185,0
11488,11489,22,Female,USA,Laptop,60.31,9.74,5,64.3152336381309,272.8658354008312,6,5,4,57.55,0.63,6.2863291770041565,25.23130454996599,0
11489,11490,19,Female,USA,Laptop,46.83,11.82,9,66.10755702892126,245.90992074688845,1,6,5,53.49,0.47,5.975549603734442,21.7643667316151,1
11490,11491,37,Male,Canada,Mobile,32.55,9.94,5,55.05148104054117,476.7338400657552,5,11,4,71.34,0.62,7.165669200328776,42.26342735234384,0
11493,11494,31,Male,Canada,Mobile,55.25,13.69,9,46.22124782996716,389.17437986825047,8,13,6,68.09,0.58,8.852871899341253,38.98352555838317,1
11494,11495,44,Female,India,Mobile,49.12,13.27,12,51.334556082864246,138.20720243124103,0,9,2,76.35,0.5,5.072036012156206,44.56553798623959,1
11495,11496,18,Female,USA,Mobile,40.69,9.91,2,42.29930818016147,140.3831861636331,1,4,6,80.77,0.64,5.0749159308181655,45.20708798959036,0
11497,11498,43,Male,USA,Tablet,40.9,9.98,14,41.68968078002731,351.85500350256257,6,3,2,71.4,0.92,6.353275017512813,42.93881589753097,0
11498,11499,24,Male,Canada,Tablet,30.37,13.16,13,31.07198779630916,475.0114480329938,2,6,4,56.98,0.42,7.523057240164969,36.50305163418544,1
11500,11501,32,Male,Canada,Laptop,32.07,11.03,13,33.149632268684776,304.5858199796484,0,7,6,85.84,0.74,6.0319290998982416,47.99489309260187,0
11503,11504,19,Male,USA,Tablet,48.6,9.6,7,62.561507553022295,221.06407246177216,9,7,1,60.46,0.98,5.985320362308861,18.879309599113025,0
11504,11505,36,Female,Canada,Mobile,69.27,6.69,5,65.57103952212238,488.56945377280624,6,6,2,93.72,0.73,6.049847268864032,41.55006532623297,0
11505,11506,26,Female,USA,Mobile,55.87,15.91,4,68.8675096535778,352.7619754977394,0,9,3,61.76,0.66,7.136809877488696,35.792077101088665,0
11507,11508,44,Female,Canada,Mobile,57.18,11.7,2,44.619855670692445,304.1910991729934,0,0,2,58.06,0.67,5.430955495864968,27.988152840809747,0
11509,11510,35,Female,USA,Mobile,44.58,9.49,11,59.83292700371366,136.47198195853582,4,10,1,78.73,0.81,4.529359909792679,34.81111964079527,0
11511,11512,21,Female,Canada,Laptop,67.88,11.64,8,9.880699222837473,386.4442542885613,7,11,1,59.43,0.6,7.024221271442807,35.67026494520756,0
11512,11513,29,Male,Canada,Mobile,78.63,9.09,7,55.20535666583684,243.325347056479,7,11,5,73.45,0.41,6.343626735282395,46.03465665190999,1
11513,11514,46,Female,India,Mobile,53.4,5.58,14,34.81773072473913,224.4541378087465,7,4,1,63.97,0.54,4.396270689043733,31.34239910142753,1
11514,11515,24,Female,USA,Mobile,39.82,10.72,12,40.75475630684563,395.4407152738534,1,5,3,61.07,0.72,5.993203576369268,31.854911267213737,0
11515,11516,31,Female,Canada,Laptop,38.0,6.17,12,29.89192551908417,285.67571297272667,8,4,7,93.11,0.7,6.279378564863634,44.76687538272356,0
11518,11519,20,Female,India,Mobile,40.32,6.46,6,53.74309421232832,64.76968605549968,3,7,6,51.92,0.45,4.061848430277498,24.92833960030961,1
11519,11520,22,Male,Canada,Tablet,56.14,6.76,2,22.744468218378227,94.31459922295446,8,14,3,74.69,0.61,4.699572996114773,34.299928094330994,0
11520,11521,34,Female,USA,Tablet,72.25,10.78,7,26.664017850582063,515.8551219816677,0,10,5,75.6,0.59,6.813275609908338,37.73507600397354,1
11522,11523,27,Female,USA,Tablet,31.01,12.18,1,22.533191794480256,144.2495660482762,3,12,1,60.87,0.55,5.175247830241381,34.01866149426007,1
11528,11529,30,Male,Canada,Mobile,22.9,8.24,14,59.51956048781479,470.32871614321175,2,11,2,79.88,0.42,5.62364358071606,47.61704807356725,1
11529,11530,27,Male,India,Laptop,42.86,6.81,2,34.757590095171764,396.6712720154762,0,7,7,77.27,0.57,5.426356360077381,36.12596359440157,1
11530,11531,26,Male,India,Laptop,73.0,0.52,14,59.83159484623501,290.19430086510533,8,7,3,75.63,0.89,3.806971504325527,38.47983573239273,0
11532,11533,18,Male,Canada,Laptop,55.79,10.79,11,36.47189154252895,388.7387318572521,7,4,6,57.95,0.55,7.780693659286259,22.402128075614684,1
11533,11534,21,Female,Canada,Laptop,31.76,11.32,3,46.09203589840961,206.05003915310823,0,8,4,64.73,0.56,5.226250195765541,39.232548916641406,1
11535,11536,35,Male,India,Tablet,64.93,8.16,9,25.19281435938172,337.7210728242219,8,3,1,81.96,0.9,5.936605364121109,37.51259447496165,0
11536,11537,26,Female,India,Mobile,42.23,12.83,2,36.07457532582842,564.1894506519627,6,11,3,60.33,0.59,8.469947253259814,41.35542011301425,1
11537,11538,47,Male,USA,Mobile,27.61,8.31,1,54.731795975804935,428.1750646035528,1,5,5,38.82,0.93,5.833875323017764,21.75828585262112,0
11538,11539,42,Male,India,Mobile,48.03,11.96,1,27.993192904305488,387.85738733240703,7,6,1,51.59,0.65,7.127286936662036,32.98937881172521,0
11541,11542,35,Female,India,Laptop,40.8,8.85,4,45.478106922801935,324.9231431774777,7,4,7,48.26,0.71,7.079615715887389,29.1436296898297,0
11542,11543,31,Female,India,Tablet,57.16,8.32,14,16.273684764784075,201.85166056500464,6,0,5,89.82,0.81,5.705258302825023,43.71444956129914,0
11545,11546,23,Female,Canada,Mobile,80.9,6.66,5,55.26272934189591,599.0372884602582,0,9,6,43.86,0.6,6.193186442301292,24.062668091866684,0
11548,11549,46,Male,India,Mobile,75.78,17.62,7,42.15449600156268,412.4048752958012,1,14,4,72.65,0.61,8.348024376479007,36.07975638766112,0
11550,11551,46,Male,USA,Laptop,24.88,3.53,11,28.140464478401668,391.0428545054053,1,10,6,61.67,0.63,4.414214272527026,35.70765429211245,0
11554,11555,42,Female,India,Mobile,61.93,10.63,6,59.74116596513248,466.34580664364137,5,13,4,87.84,0.97,7.320729033218206,45.25440100916331,0
11555,11556,34,Male,USA,Laptop,62.79,5.01,9,48.22130771215565,264.6950170157952,7,0,1,82.05,0.54,4.426475085078976,41.02458775747159,1
11557,11558,24,Male,USA,Mobile,52.27,2.73,11,43.58365529623013,53.72215744852457,1,9,4,70.28,0.97,2.087610787242623,36.37316116294056,0
11559,11560,28,Male,Canada,Tablet,61.28,1.89,5,47.66540492971768,341.18885347104424,3,3,2,67.42,0.66,3.2729442673552214,32.349680868401485,0
11562,11563,36,Male,Canada,Mobile,58.64,12.89,11,43.9056161166449,225.06982253097488,1,0,3,72.56,0.41,5.792349112654875,47.29902263531612,1
11563,11564,35,Male,India,Laptop,69.65,7.97,13,48.00002114663236,250.94437619808556,8,3,7,86.15,0.56,6.645721880990428,44.817503072734034,1
11565,11566,27,Male,USA,Mobile,47.48,6.06,4,73.0752547742947,230.24209965968583,4,10,3,45.2,0.44,4.369210498298429,28.293996749282226,1
11566,11567,49,Male,India,Tablet,52.3,10.87,8,2.3332446733671475,286.5119262345509,0,13,3,78.53,0.74,5.293559631172755,42.92083098304713,0
11567,11568,23,Female,India,Mobile,54.67,8.09,3,25.614427257394933,257.3510776421693,3,4,1,66.82,0.61,4.513755388210847,32.491920824727295,0
11570,11571,35,Female,USA,Tablet,34.63,9.11,1,44.65827911495106,346.33019786642154,7,9,6,69.51,0.63,7.064650989332108,28.53753696567731,0
11573,11574,37,Male,USA,Tablet,26.86,11.17,4,37.41078611442408,189.40863532830588,7,1,6,54.69,0.85,6.89804317664153,30.557552389700668,0
11574,11575,43,Female,USA,Tablet,37.63,18.41,13,34.53306770188018,227.2648208865404,7,5,3,69.29,0.5,8.6593241044327,38.3077577343992,1
11575,11576,33,Male,Canada,Laptop,30.29,6.8,10,64.40467981222807,295.3727967713778,4,7,6,79.65,0.59,5.516863983856889,41.16280731434997,1
11576,11577,42,Female,USA,Mobile,67.07,7.51,8,47.61137169868263,149.62432261227656,6,0,4,73.97,1.0,5.001121613061383,32.85721091309687,0
11580,11581,21,Female,USA,Tablet,45.61,9.1,12,42.64257082873661,239.1342568601555,5,7,6,80.72,0.86,6.125671284300778,43.44453845041761,0
11584,11585,45,Male,USA,Laptop,66.69,13.45,3,24.86822614895837,194.28190621453615,8,3,7,84.05,0.88,8.00640953107268,44.17505331286518,0
11587,11588,25,Female,USA,Laptop,55.47,15.76,11,33.06622162399742,302.60647409459136,7,13,4,73.98,0.7,8.441032370472957,40.2160373688476,0
11589,11590,19,Female,Canada,Tablet,44.59,7.9,3,12.928998966767,390.6229545388478,4,10,2,83.5,0.48,5.52311477269424,41.392929801083646,1
11590,11591,29,Male,Canada,Laptop,65.66,8.73,6,41.06378315703972,223.6612425391544,6,9,1,56.97,0.48,5.137306212695772,34.82277637181309,1
11591,11592,22,Female,Canada,Laptop,49.76,10.51,10,49.69803573186741,210.20648800554005,9,12,1,66.27,0.46,6.2040324400277,41.22040831465744,1
11592,11593,39,Male,Canada,Laptop,42.88,10.17,4,47.254532268266544,604.613760087711,3,11,5,58.97,0.42,7.674068800438555,22.075536181454545,1
11593,11594,22,Female,India,Tablet,78.74,10.39,1,21.973531736147056,215.079866016189,4,2,2,64.7,0.67,5.392399330080945,30.896472072646176,0
11595,11596,30,Female,India,Mobile,60.55,12.5,12,59.22950069858918,329.5017520428549,4,11,7,54.92,0.82,7.597508760214274,34.0730145060008,0
11596,11597,26,Male,USA,Tablet,39.7,14.84,13,32.01474087442952,317.57126726100336,3,14,7,83.31,0.61,8.039856336305016,50.46470129301829,0
11598,11599,49,Male,Canada,Mobile,38.43,6.99,4,29.48195656907533,525.4081770195585,3,6,1,84.88,0.44,5.524040885097793,41.1702158767278,1
11599,11600,18,Male,USA,Mobile,72.44,11.86,7,58.394006442231245,247.8212933268677,1,9,2,91.29,0.88,5.397106466634339,49.11363561688301,0
11608,11609,42,Female,USA,Laptop,33.96,9.78,13,26.23018853541764,-2.033000688240236,8,0,6,69.08,0.97,5.723834996558799,37.52877939419012,0
11613,11614,19,Male,USA,Mobile,37.41,8.13,14,45.82606956949093,19.749110184282927,4,8,2,58.4,0.52,3.737745550921415,27.412296040955336,1
11614,11615,47,Male,Canada,Mobile,63.97,12.95,13,37.47455801787179,324.415862681411,8,3,3,64.95,0.7,7.707079313407055,37.770178760733245,0
11616,11617,31,Female,India,Laptop,55.31,6.39,2,68.11965115453432,135.68316196237066,6,3,5,74.69,0.66,4.795415809811853,33.17558272092231,0
11617,11618,21,Female,Canada,Mobile,50.56,9.38,5,68.61058265941564,267.1170757584749,2,10,7,85.8,0.5,5.949585378792375,41.45703363291383,1
11623,11624,20,Male,USA,Mobile,70.78,13.09,5,36.05932446340187,180.27026020768423,2,9,6,73.18,0.75,6.428351301038421,42.369261402061824,0
11626,11627,26,Female,USA,Mobile,47.46,13.5,5,59.11834739033662,190.23582311250485,4,9,6,84.24,0.41,7.001179115562524,43.803443459069314,1
11628,11629,46,Female,USA,Laptop,53.85,10.44,2,59.37692943457508,405.6738956198784,4,4,4,95.96,0.49,6.760369478099392,53.223771993758895,1
11629,11630,39,Male,India,Mobile,29.82,7.31,2,20.220676280414487,81.67059489972928,4,5,3,44.88,0.93,4.001352974498646,20.1178833302088,0
11631,11632,29,Male,USA,Mobile,70.47,1.83,8,55.81116966596871,257.8429888824951,9,1,7,55.7,0.8,5.038214944412476,20.318028827515526,0
11632,11633,49,Male,USA,Mobile,20.18,10.89,2,30.41645163387811,501.75519359513385,0,14,1,83.5,0.86,5.975775967975669,36.6114348657007,0
11636,11637,19,Female,USA,Tablet,48.54,7.37,12,30.162333647692456,299.7485888521213,7,1,4,97.17,0.81,5.909742944260606,54.40060633063501,0
11638,11639,35,Male,USA,Laptop,73.99,7.8,4,47.13318073563903,209.86971799602645,8,10,4,72.49,0.99,5.789348589980132,41.79212141382634,0
11639,11640,30,Male,USA,Tablet,51.08,8.39,12,44.19226303604847,181.56174299207265,4,5,4,53.53,0.87,5.024808714960363,32.16813668731392,0
11640,11641,31,Female,USA,Mobile,61.38,14.04,9,50.21985155094934,303.3982762847601,7,0,6,74.63,0.95,8.328991381423801,34.63399170458472,0
